issu,act,ctxt,key,summ,area,date
Constitutional development,,Council Motion,44194,"Hon Fernando CHEUNG moved a motion on ""Perfecting the Framework of Advisory and Statutory Bodies"" for debate in the Council.  The motion was negatived.  [<a href=""http://www.legco.gov.hk/yr05-06/english/counmtg/hansard/cm0510ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 235""]",Constitutional Affairs,10.5.06
Constitutional development,,Constitutional Affairs Panel,44195,"The Panel discussed the model for forming LegCo by universal suffrage proposed by the Democratic Party
[<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/papers/ca0515cb2-1971-2e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr05-06/english/sec/library/0506in24e.pdf"" target=""_blank"">Information Note on ""Functional Representation in Ireland and Slovenia""</a>]
[<a href=""http://www.legco.gov.hk/yr05-06/english/sec/library/0506in25e.pdf"" target=""_blank"">Information Note on ""Compliance of the Electoral System of the Legislature with the International Covenant on Civil and Political Rights: New Zealand""</a>]
[<a href=""http://www.legco.gov.hk/yr05-06/english/sec/library/0506fs14e.pdf"" target=""_blank"">Fact Sheet on ""Nationality Requirement of Legislators in Selected Countries""</a>] [Papers] (Chinese version only)",Constitutional Affairs,15.5.06
Constitutional development,,Council Question,44196,"Hon Emily LAU raised a question on ""Conditions for Implementation of Universal Suffrage in Hong Kong"". [<a href=""http://www.legco.gov.hk/yr05-06/english/counmtg/hansard/cm0517ti-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 22""]",Constitutional Affairs,17.5.06
Constitutional development,,Council Question,44197,"Hon Emily LAU raised a question on ""Discussion with Central Authorities Before Announcement of Government Policies"". [<a href=""http://www.legco.gov.hk/yr05-06/english/counmtg/hansard/cm0607-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 87""]",Constitutional Affairs,7.6.06
Constitutional development,,Council Question,44198,"Hon Emily LAU raised a question on ""Dual Elections by Universal Suffrage"". [<a href=""http://www.legco.gov.hk/yr05-06/english/counmtg/hansard/cm0614-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 42""]",Constitutional Affairs,14.6.06
Constitutional development,,Constitutional Affairs Panel,44199,"The Panel discussed the paper prepared by the Secretariat which summarized the proposals on models for selecting CE and forming LegCo by universal suffrage received by LegCo Committees. [<a href=""http://www.legco.gov.hk/yr05-06/english/panels/ca/papers/ca0619cb2-2386-1e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,19.6.06
Constitutional development,,Constitutional Affairs Panel,44200,"The Panel discussed constitutional development after 2007 during the policy briefing by Secretary for Constitutional Affairs.  Members noted that in mid-2007, the Administration would publish a green paper summarising the views collected by the CSD on the models, roadmap and timetable for selecting CE and forming LegCo by universal suffrage for public consultation.  Members queried the representativeness of CSD in studying models for implementing universal suffrage. [<a href=""http://www.legco.gov.hk/yr06-07/english/panels/0607agenda_e.pdf"" target=""_blank"">Policy Agenda</a>] [<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1016cb2-32-2e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,16.10.06
Constitutional development,,Constitutional Affairs Panel,44201,"The Panel discussed the models for forming LegCo by universal suffrage.
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1120cb2-3062-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1120cb2-376-3-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1120cb2-402-1-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,20.11.06
Constitutional development,,Council Motion,44202,"Hon Ronny TONG moved a motion on ""Electing the Chief Executive by universal suffrage"" for debate in the Council.  The motion was negatived.  [<a href=""http://www.legco.gov.hk/yr06-07/english/counmtg/hansard/cm1122-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 176""]",Constitutional Affairs,22.11.06
Constitutional development,,Council Motion,44203,"Hon LEE Cheuk-yan moved a motion on ""Electing the Legislative Council by universal suffrage"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr06-07/english/counmtg/hansard/cm1129-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 125""]",Constitutional Affairs,29.11.06
Constitutional development,,Council Motion,44204,"Hon Margaret NG moved a motion on ""Promoting the development party politics"" for debate in the Council. The motion was negatived. [<a href=""http://www.legco.gov.hk/yr06-07/english/counmtg/hansard/cm1206-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 145""]",Constitutional Affairs,6.12.06
Constitutional development,,Constitutional Affairs Panel,44205,"The Panel discussed the models for selecting CE by universal suffrage.
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1120cb2-2835-a-e.pdf"" target=""_blank"">Paper 1</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-436-a-e.pdf"" target=""_blank"">Paper 2</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-445-a-e.pdf"" target=""_blank"">Paper 3</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-445-b-e.pdf"" target=""_blank"">Paper 4</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-445-c-e.pdf"" target=""_blank"">Paper 5</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-630-2-e.pdf"" target=""_blank"">Paper 6</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/chinese/panels/ca/papers/ca1218cb2-630-3-c.pdf"" target=""_blank"">Paper 7</a>] (Chinese version only)
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-630-4-e.pdf"" target=""_blank"">Paper 8</a>] (English version only)
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1218cb2-630-5-e.pdf"" target=""_blank"">Paper 9</a>]",Constitutional Affairs,18.12.06
Constitutional development,,Constitutional Affairs Panel,44206,"The Panel discussed the relationship between the Executive Authorities and the Legislature [<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0123cb2-900-1-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,23.1.07
Constitutional development,,Council Question,44207,"Hon LEE Wing-tat raised a question on ""Commenting on Constitutional Development of Hong Kong"". [<a href=""http://www.legco.gov.hk/yr06-07/english/counmtg/hansard/cm0124-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 26""]",Constitutional Affairs,24.1.07
Constitutional development,,Constitutional Affairs Panel,44208,"The Panel discussed the next step of work of the Administration in promoting constitutional development [<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0326cb2-1378-3-e.pdf"" target=""_blank"">Paper 1</a>] [<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0326cb2-920-e.pdf"" target=""_blank"">Paper 2</a>]",Constitutional Affairs,26.3.07
Constitutional development,,Constitutional Affairs Panel,44209,"The Panel discussed the possible models for selecting CE and for forming LegCo by universal suffrage
[<a href=""http://www.legco.gov.hk/yr06-07/chinese/panels/ca/papers/ca0416cb2-1513-1-ec.pdf"" target=""_blank"">Paper 1</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0416cb2-1520-e.pdf"" target=""_blank"">Paper 2</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0416cb2-1569-3-e.pdf"" target=""_blank"">Paper 3</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/chinese/panels/ca/papers/ca0416cb2-1583-1-ec.pdf"" target=""_blank"">Paper 4</a>]",Constitutional Affairs,16.4.07
Constitutional development,,Constitutional Affairs Panel,44210,"The Panel received views from deputations on the models, roadmap and timetable for selecting CE and for forming LegCo by universal suffrage. [<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0521cb2-1858-1-e.pdf"" target=""_blank"">Paper</a>]
<br /><br />The Panel also discussed the role of CSD. [<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0521cb2-1874-2-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,21.5.07
Constitutional development,,Council Question,44211,"Hon LEUNG Yiu-chung raised a question on ""Universal Suffrage Proposals"". [<a href=""http://www.legco.gov.hk/yr06-07/english/counmtg/hansard/cm0523-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 32""]",Constitutional Affairs,23.5.07
Constitutional development,,Council Question,44212,"Hon Emily LAU raised a question on ""Election of Chief Executive by Universal Suffrage"". [<a href=""http://www.legco.gov.hk/yr06-07/english/counmtg/hansard/cm0620-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 86""]",Constitutional Affairs,20.6.07
Constitutional development,,Constitutional Affairs Panel,44213,"The Panel discussed CSD's paper summarizing the discussions on the models, roadmap and timetable for electing CE and forming LegCo by universal suffrage.  Members also discussed the presentation/content of the green paper on constitutional development and the consultation process.
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0621cb2-2205-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,21.6.07
Constitutional development,,Council Question,44214,"Hon Ronny TONG raised question on ""Democratic Development for HKSAR"".  [<a href=""http://www.legco.gov.hk/yr06-07/english/counmtg/hansard/cm0627-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 6""]",Constitutional Affairs,27.6.07
Constitutional development,,Council Question,44215,"Hon LEE Cheuk-yan raised a question on ""Qualification for Candidacy of Chief Executive to be Selected by Universal Suffrage"". [<a href=""http://www.legco.gov.hk/yr06-07/english/counmtg/hansard/cm0627-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 16""]",Constitutional Affairs,27.6.07
Constitutional development,,Council Question,44216,"Hon Alan LEONG raised a question on ""Options for Universal Suffrage"". [<a href=""http://www.legco.gov.hk/yr06-07/english/counmtg/hansard/cm0627-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 26""]",Constitutional Affairs,27.6.07
Constitutional development,,Council Question,44217,"Hon James TO raised a question on ""Remarks of NPCSC Chairman"". [<a href=""http://www.legco.gov.hk/yr06-07/english/counmtg/hansard/cm0627-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 44""]",Constitutional Affairs,27.6.07
Constitutional development,,Council Meeting,44218,"The Administration published the Green Paper on Constitutional Development (the Green Paper).  The consultation period would end on 10 October 2007. [<a href=""http://www.cmab-gpcd.gov.hk/en/consultation/index.htm"" target=""_blank"">Green Paper</a>]",Constitutional Affairs,11.7.07
Constitutional development,,Constitutional Affairs Panel,44219,"The Panel discussed the options presented in the Green Paper and how a package of mainstream proposals for universal suffrage would be put together after consultation.
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0716cb2-statement-e.pdf"" target=""_blank"">Statement by Chief Secretary</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0716cb2-2471-1-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,16.7.07
Constitutional development,,Constitutional Affairs Panel,44220,The Panel continued discussion on the Green Paper and agreed to schedule a number of special meetings before commencement of the next LegCo session.,Constitutional Affairs,25.7.07
Constitutional development,,Constitutional Affairs Panel,44221,"The Panel discussed progress of the consultation on the Green Paper
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0907cb2-2664-1-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0907cb2-2664-2-e.pdf"" target=""_blank"">Press releases 1</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0907cb2-2664-3-e.pdf"" target=""_blank"">Press releases 2</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0907cb2-2664-4-e.pdf"" target=""_blank"">Press releases 3</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0907cb2-2664-5-e.pdf"" target=""_blank"">Press releases 4</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0907cb2-2664-6-e.pdf"" target=""_blank"">Press releases 5</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0907cb2-2664-7-e.pdf"" target=""_blank"">Press releases 6</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0907cb2-2664-8-e.pdf"" target=""_blank"">Press releases 7</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0907cb2-2664-9-e.pdf"" target=""_blank"">Press releases 8</a>]
[<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca0907cb2-2664-10-e.pdf"" target=""_blank"">Press releases 9</a>]",Constitutional Affairs,7.9.07
Constitutional development,,Constitutional Affairs Panel,44222,The Panel received views from deputations on the Green Paper.,Constitutional Affairs,10.9.07
Constitutional development,,Constitutional Affairs Panel,44223,"The Panel continued its discussion on the Green Paper. [<a href=""http://www.legco.gov.hk/yr06-07/english/panels/ca/papers/ca1005cb2-2766-1-e.pdf"" target=""_blank"">Papers</a>] [Information Papers] (Chinese version only)",Constitutional Affairs,5.10.07
Constitutional development,,Constitutional Affairs Panel,44224,"Members enquired how the views collected during the consultation on the Green Paper would be analysed and assessed. [<a href=""http://www.legco.gov.hk/yr07-08/english/panels/ca/papers/ca1015cb2-46-3-e.pdf"" target=""_blank"">Papers</a>]",Constitutional Affairs,15.10.07
Constitutional development,,Council Meeting,44225,"Chief Secretary for Administration made a statement at the Council on :
<br /><br />
<table>
<tr><td valign=""top"">(a)</td><td valign=""top"">Report by the CE to NPCSC on whether there is a need to amend the methods for selecting CE and forming the LegCo in 2012 (the CE Report); and
<br /><br /></td></tr>
<tr><td valign=""top"">(b)</td><td valign=""top"">the Report on Public Consultation on Green Paper on Constitutional Development (the Green Paper Report).
<br /><br /></td></tr>
</table>
[<a href=""http://www.legco.gov.hk/yr07-08/chinese/counmtg/floor/cm1212-confirm-ec.pdf"" target=""_blank"">Hansard</a> ""page 81]",Constitutional Affairs,12.12.07
Constitutional development,,Constitutional Affairs Panel,44226,"The Panel discussed the conclusion and recommendations of the CE Report and the Green Paper Report.
[<a href=""http://www.legco.gov.hk/yr07-08/english/panels/ca/papers/ca1217-report-e.pdf"" target=""_blank"">Report by the Chief Executive of the Hong Kong Special Administrative Region to the Standing Committee of the National People's Congress on the Public Consultation on Constitutional Development and on whether there is a need to amend the methods for selecting the Chief Executive of the Hong Kong Special Administrative Region and for forming the Legislative Council of the Hong Kong Special Administrative Region in 2012</a>]
[<a href=""http://www.legco.gov.hk/yr07-08/english/panels/ca/papers/ca1217-greenpaper-e.pdf"" target=""_blank"">Report on Public Consultation on Green Paper on Constitutional Development</a>]
[<a href=""http://www.legco.gov.hk/yr07-08/english/panels/ca/papers/ca1217-statement-e.pdf"" target=""_blank"">Statement by the Chief Secretary for Administration</a>]
[<a href=""http://www.legco.gov.hk/yr07-08/chinese/panels/ca/papers/ca1217cb2-592-4-ec.pdf"" target=""_blank"">Press releases</a>]",Constitutional Affairs,17.12.07
Constitutional development,,Constitutional Affairs Panel,44227,The Panel continued its discussion on the CE Report and the Green Paper Report.,Constitutional Affairs,19.12.07
Constitutional development,,Press Release,44228,"NPCSC deliberated on the CE Report and promulgated its decision on 29.12.07 (the NPCSC Decision).  The NPCSC Decision is summarized as follows -
<ul><li>CE and LegCo elections in 2012 shall not be implemented by the method of universal suffrage.  Appropriate amendments may be made to the specific methods for selecting CE and forming LegCo in 2012;
<p></p></li><li>The ratio between Members returned by FC and Members returned by GC shall remain unchanged.  The procedures for voting on bills and motions shall remained unchanged; and
<p></p></li><li>CE election by universal suffrage may be implemented in 2017 and thereafter, all Members of LegCo may be elected by universal suffrage.
<br /><br />
</li></ul>
[<a href=""http://www.legco.gov.hk/yr07-08/english/panels/ca/papers/ca0121-ppr071229-e.pdf"" target=""_blank"">The NPCSC Decision</a>]
[<a href=""http://www.legco.gov.hk/yr07-08/english/panels/ca/papers/ca0121cb2-846-4-e.pdf"" target=""_blank"">Press Release</a>]",Constitutional Affairs,29.12.07
Constitutional development,,Council Motion,44229,"Hon Albert CHAN moved a motion on ""Report on Public Consultation on Green Paper on Constitutional Development"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr07-08/english/counmtg/hansard/cm0109-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 83""]",Constitutional Affairs,9.1.08
Constitutional development,,Constitutional Affairs Panel,44230,The Panel discussed the NPCSC Decision and the Administration's way forward.  Members noted that CE had appointed the Task Group on Constitutional Development under CSD to discuss the two electoral methods for 2012.,Constitutional Affairs,21.1.08
Constitutional development,,Council Question,44231,"Hon Emily LAU raised a question on ""Implementation of Universal Suffrage for Chief Executive and Legislative Council in 2012"". [<a href=""http://www.legco.gov.hk/yr07-08/english/counmtg/hansard/cm0123-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 84""]",Constitutional Affairs,23.1.08
Constitutional development,,Constitutional Affairs Panel,44232,"The Panel discussed the method for electing CE in 2012. [<a href=""http://www.legco.gov.hk/yr07-08/english/panels/ca/papers/ca0317cb2-1177-e.pdf"" target=""_blank"">Paper</a>]",Constitutional Affairs,17.3.08
Constitutional development,,Constitutional Affairs Panel,44233,"The Panel discussed the method for forming LegCo in 2012.
[<a href=""http://www.legco.gov.hk/yr07-08/english/panels/ca/papers/ca0421cb2-1436-e.pdf"" target=""_blank"">Paper 1</a>]
[<a href=""http://www.legco.gov.hk/yr07-08/english/panels/ca/papers/ca0519cb2-1694-e.pdf"" target=""_blank"">Paper 2</a>]",Constitutional Affairs,19.5.08
Constitutional development,,Council Question,44234,"Hon Emily LAU raised a question on ""Selection of Chief Executive and Election of Members of Legislative Council by Universal Suffrage "". [<a href=""http://www.legco.gov.hk/yr07-08/english/counmtg/hansard/cm0702-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 69""]",Constitutional Affairs,2.7.08
Constitutional development,,Constitutional Affairs Panel,44235,The Panel discussed the methods for selecting CE and for forming LegCo in 2012 during the policy briefing.,Constitutional Affairs,23.10.08
Constitutional development,,Council Motion,44236,"Hon Margaret NG moved a motion on ""Public Consultation on 2012 Constitutional Development"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr08-09/chinese/counmtg/floor/cm0107-confirm-ec.pdf"" target=""_blank"">Hansard</a> ""page 158""]",Constitutional Affairs,7.1.09
Constitutional development,,Council Question,44237,"Hon Emily LAU raised a question on ""Measures Conducive to Development of Political Parties"". [<a href=""http://www.legco.gov.hk/yr08-09/english/counmtg/hansard/cm0114-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 7""]",Constitutional Affairs,14.1.09
Constitutional development,,Council Motion,44238,"Hon Albert HO moved a motion on ""Procrastinating Public Consultation on Constitutional Development"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr08-09/english/counmtg/hansard/cm0211-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 113""]",Constitutional Affairs,11.2.09
Constitutional development,,Constitutional Affairs Panel,44239,"The Panel discussed the timetable for public consultation and legislative process for the electoral methods for electing CE and for forming LegCo for 2012.
[<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca0216cb2-829-3-e.pdf"" target=""_blank"">Paper 1</a>]
[<a href=""http://www.legco.gov.hk/yr08-09/english/panels/ca/papers/ca0216cb2-829-4-e.pdf"" target=""_blank"">Paper 2</a>]",Constitutional Affairs,16.2.09
Constitutional development,,Council Motion,44240,"Hon LEUNG Kwok-hung moved a motion on "" Proposal on the constitutional reform in Hong Kong"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr08-09/english/counmtg/hansard/cm0617-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 275""]",Constitutional Affairs,17.6.09
Constitutional development,,Council Meeting,44241,"CS made a statement in Council on the Consultation Document on Methods for Selecting the Chief Executive and for Forming the Legislative Council in 2012. The consultation exercise would end on 19.2.10. 
[<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm1118-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 100""]",Constitutional Affairs,18.11.09
Constitutional development,,Constitutional Affairs Panel,44242,"The Panel discussed the Consultation Document on Methods for Selecting the Chief Executive and for Forming the Legislative Council in 2012.
[<a href=""http://www.legco.gov.hk/yr09-10/english/panels/ca/papers/ca1126-cppr091118-e.pdf"" target=""_blank"">Consultation Document</a>]
[<a href=""http://www.legco.gov.hk/yr09-10/english/panels/ca/papers/ca1126-ppr091118-e.pdf"" target=""_blank"">Statement by the Chief Secretary for Administration</a>]
[<a href=""http://www.legco.gov.hk/yr09-10/english/panels/ca/papers/ca1126cb2-349-1-e.pdf"" target=""_blank"">Updated background brief prepared by the Secretariat</a>]",Constitutional Affairs,26.11.09
Constitutional development,,Council Question,44243,"Hon WONG Sing-chi raised a question on ""Retention or Otherwise of Functional Constituencies of Legislative Council"".  [<a href=""http://www.legco.gov.hk/yr09-10/chinese/counmtg/floor/cm1202-confirm-ec.pdf"" target=""_blank"">Hansard</a> ""page 11""]",Constitutional Affairs,2.12.09
Constitutional development,,Council Motion,44244,"Hon Alan LEONG moved a motion on ""Roadmap for Universal Suffrage"" for debate in the Council.  The motion was negatived. [<a href=""http://www.legco.gov.hk/yr09-10/chinese/counmtg/floor/cm1202-confirm-ec.pdf"" target=""_blank"">Hansard</a> ""page 176""]",Constitutional Affairs,2.12.09
Constitutional development,,Constitutional Affairs Panel,44245,The Panel received views from deputations on the Consultation Document on Methods for Selecting the Chief Executive and for Forming the Legislative Council in 2012.,Constitutional Affairs,5.12.09
Constitutional development,,Council Question,44246,"Hon Audrey EU raised a question on ""Abolition of Functional Constituencies of Legislative Council"". [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm0106-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 15""]",Constitutional Affairs,6.1.10
Constitutional development,,Council Question,44247,"Hon Emily LAU raised a question on ""Referendum Activities"".  [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm0203-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 50""]",Constitutional Affairs,3.2.10
Constitutional development,,Council Question,44248,"Hon TSE Wai-chun raised a question on ""Legislative Council Functional Constituencies"".  [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm0310-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 36""]",Constitutional Affairs,10.3.10
Constitutional development,,House Committee,44249,"The House Committee agreed to form a Subcommittee to study the package of proposals put forth by the Administration for the methods for selecting the Chief Executive and for forming the Legislative Council in 2012 (""the Subcommittee"").  [<a href=""http://www.legco.gov.hk/yr09-10/english/hc/minutes/hc20100416.pdf"" target=""_blank"">Minutes</a>]",Constitutional Affairs,16.4.10
Constitutional development,,Subcommittee to study discrimination on the ground of sexual orientation,44250,"The Subcommittee fixed the meeting schedule and the date to receive public views. [<a href=""http://www.legco.gov.hk/yr09-10/english/hc/sub_com/hs52/papers/hs520427-ppr100414-e.pdf"" target=""_blank"">Package of Proposals</a>]
[<a href=""http://www.legco.gov.hk/yr09-10/english/hc/papers/hc0423cb2-1362-2-e.pdf"" target=""_blank"">Paper</a>]
[<a href=""http://www.legco.gov.hk/yr09-10/english/hc/sub_com/hs52/papers/hs520427cb2-1376-1-e.pdf"" target=""_blank"">Background brief prepared by the Secretariat</a>]",Constitutional Affairs,27.4.10
Constitutional development,,Council Question,44251,"Hon Albert HO raised a question on ""Legislative Council Functional Constituencies"".  [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm0428-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 70""]",Constitutional Affairs,28.4.10
Constitutional development,,Subcommittee to study discrimination on the ground of sexual orientation,44252,"The Subcommittee discussed the method for selecting the Chief Executive in 2012. [<a href=""http://www.legco.gov.hk/yr09-10/english/hc/sub_com/hs52/papers/hs520503cb2-1422-1-e.pdf"" target=""_blank"">Order of Study</a>]
[<a href=""http://www.legco.gov.hk/yr09-10/english/hc/sub_com/hs52/papers/hs520503cb2-1430-1-e.pdf"" target=""_blank"">Paper 1</a>]
[<a href=""http://www.legco.gov.hk/yr09-10/english/hc/sub_com/hs52/papers/hs520511cb2-1502-1-e.pdf"" target=""_blank"">Paper 2</a>]
[<a href=""http://www.legco.gov.hk/yr09-10/english/hc/sub_com/hs52/papers/hs520518cb2-1555-1-e.pdf"" target=""_blank"">Paper 3</a>]",Constitutional Affairs,3
Constitutional development,,Subcommittee to study discrimination on the ground of sexual orientation,44253,The Subcommittee received views from deputations.,Constitutional Affairs,22
Constitutional development,,Council Question,44254,"Hon Audrey EU raised a question on ""Functional Constituency Elections"".  [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm0526-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 54""]",Constitutional Affairs,26.5.10
Constitutional development,,Subcommittee to study discrimination on the ground of sexual orientation,44255,"The Subcommittee discussed the method for selecting the Chief Executive in 2012 and the method for forming LegCo in 2012. [<a href=""http://www.legco.gov.hk/yr09-10/english/hc/sub_com/hs52/papers/hs520531cb2-1652-1-e.pdf"" target=""_blank"">Paper 1</a>]
[<a href=""http://www.legco.gov.hk/yr09-10/english/hc/sub_com/hs52/papers/hs520518cb2-1577-1-e.pdf"" target=""_blank"">Paper 2</a>]
[<a href=""http://www.legco.gov.hk/yr09-10/english/sec/library/0910fs25-e.pdf"" target=""_blank"">Fact sheet prepared by the Secretariat</a>]
[<a href=""http://www.legco.gov.hk/yr09-10/english/hc/sub_com/hs52/papers/hs520531cb2-1652-2-e.pdf"" target=""_blank"">Information paper prepared by the Secretariat</a>]",Constitutional Affairs,31.5.10
Constitutional development,,Subcommittee to study discrimination on the ground of sexual orientation,44256,"The Subcommittee discussed the universal suffrage for the Chief Executive and the Legislative Council and the legislative process and timetable. [<a href=""http://www.legco.gov.hk/yr09-10/english/hc/sub_com/hs52/papers/hs520603cb2-1705-1-e.pdf"" target=""_blank"">Paper 1</a>]
[<a href=""http://www.legco.gov.hk/yr09-10/english/hc/sub_com/hs52/papers/hs520603cb2-1705-2-e.pdf"" target=""_blank"">Paper 2</a>]",Constitutional Affairs,3.6.10
Constitutional development,,Council Question,44257,"Hon Albert HO raised a question on ""Methods for Selecting Chief Executive and for Forming Legislative Council in 2012"".  [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm0609-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 52""]",Constitutional Affairs,9.6.10
Constitutional development,,Council Motion,44258,"Hon Ronny TONG moved a motion on ""Constitutional Reform"" for debate in the Council.  The motion was negatived.  [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm0609-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 181""]",Constitutional Affairs,9.6.10
Constitutional development,,House Committee,44259,"The Subcommittee made a report to the House Committee. [<a href=""http://www.legco.gov.hk/yr09-10/english/hc/papers/hc0611cb2-1753-e.pdf"" target=""_blank"">Report</a>]",Constitutional Affairs,11.6.10
Constitutional development,,Council Question,44260,"Hon Alan LEONG raised a question on ""Reform of Political System"".  [<a href=""http://www.legco.gov.hk/yr09-10/english/counmtg/hansard/cm0623-translate-e.pdf"" target=""_blank"">Hansard</a> ""page 11""]",Constitutional Affairs,23.6.10
